1567338128610922,-14403,-2924,52857
1567338128612202,-14494,-2892,52923
1567338128613433,-14507,-2797,52795
1567338128614877,-14314,-2735,52680
1567338128615986,-14421,-3001,52830
1567338128617107,-14501,-2874,52900
1567338128618288,-14275,-2708,52657
1567338128619632,-14512,-2994,52884
1567338128620666,-14480,-2877,52759
1567338128621696,-14743,-2949,52885
1567338128622724,-14305,-2916,52742
1567338128623857,-14534,-2558,52759
1567338128624967,-14577,-2915,52814
1567338128626126,-14315,-2722,52813
1567338128627227,-14165,-2738,52783
1567338128628252,-14489,-2872,52809
1567338128629333,-14572,-2808,52767
1567338128630443,-14467,-2784,52735
1567338128631599,-14517,-2968,52743
1567338128632631,-14518,-2825,52873
1567338128633626,-14404,-2824,52772
1567338128634743,-14400,-2772,52727
1567338128635737,-14687,-2920,52746
1567338128636735,-14466,-2747,52803
1567338128637753,-14575,-2773,52909
1567338128638717,-14421,-2857,52858
1567338128639679,-14636,-2708,52851
1567338128640634,-14337,-2850,52566
1567338128641617,-14443,-2726,52818
1567338128642609,-14372,-2832,52675
1567338128643604,-14599,-2799,52601
1567338128644743,-14588,-2896,52822
1567338128645738,-14550,-2974,52821
1567338128646695,-14529,-2689,52856
1567338128647641,-14545,-2882,52665
1567338128648664,-14444,-2890,52884
1567338128649660,-14451,-2774,52665
1567338128650703,-14645,-2807,52715
1567338128651705,-14465,-2847,52829
1567338128652677,-14525,-2814,52747
1567338128653882,-14286,-3001,52819
1567338128655174,-14634,-2941,52679
1567338128656470,-14712,-2797,52883
1567338128657574,-14586,-2558,52838
1567338128658622,-14507,-3024,52790
1567338128659731,-14636,-2702,52875
1567338128660782,-14353,-2838,52659
1567338128661885,-14461,-2993,52936
1567338128662902,-14582,-2697,52694
1567338128663878,-14385,-2760,52831
1567338128664880,-14661,-2844,52803
1567338128665811,-14714,-3015,52689
1567338128666751,-14357,-2735,52815
1567338128667732,-14620,-2904,52695
1567338128668713,-14541,-2941,52867
1567338128669694,-14584,-2906,52858
1567338128670674,-14614,-2854,52895
1567338128671622,-14546,-2819,52721
1567338128672554,-14532,-2877,52843
1567338128673487,-14750,-2765,52889
1567338128674467,-14280,-2861,52765
1567338128675454,-14272,-2809,52903
1567338128676440,-14389,-2813,52881
1567338128677424,-14334,-2911,52821
1567338128678380,-14547,-2915,52879
1567338128679326,-14363,-2897,52911
1567338128680273,-14397,-2733,52887
1567338128681258,-14523,-2882,52839
1567338128682244,-14429,-3002,52935
1567338128683228,-14628,-3000,52737
1567338128684215,-14278,-3062,52886
1567338128685182,-14142,-2979,52835
1567338128688759,-14521,-2814,52836
1567338128689762,-14181,-3057,52737
1567338128690726,-14308,-2861,52812
1567338128691981,-14393,-3127,52671
1567338128692971,-14248,-2790,52840
1567338128693958,-14542,-3043,52748
1567338128694949,-14527,-3052,52716
1567338128695939,-14299,-2909,52945
1567338128697564,-14472,-2842,52634
1567338128698655,-14340,-2836,52682
1567338128699644,-14510,-2969,52663
1567338128700555,-14514,-3026,52780
1567338128701511,-14425,-2940,52783
1567338128702469,-14414,-2902,52746
1567338128703392,-14515,-2994,52664
1567338128704348,-14252,-3103,52796
1567338128705328,-14219,-3048,52652
1567338128706286,-14455,-3000,52860
1567338128707935,-14380,-2898,52765
1567338128708905,-14457,-2914,52868
1567338128709871,-14376,-3049,52877
1567338128710830,-14237,-2898,52921
1567338128711787,-14431,-2889,52690
1567338128712724,-14318,-2830,52785
1567338128713678,-14285,-2699,52812
1567338128714692,-14291,-2963,52893
1567338128715652,-14331,-2886,52881
1567338128716607,-14197,-2864,52617
1567338128717565,-14225,-3005,52921
1567338128718557,-14363,-2869,52921
1567338128719521,-14492,-2776,52887
1567338128720541,-14344,-2824,52760
1567338128721539,-14426,-2760,52844
1567338128722508,-14393,-2809,52665
1567338128723535,-14734,-2936,52911
1567338128724582,-14422,-2894,52743
1567338128725581,-14433,-2781,52812
1567338128726574,-14541,-2918,52862
1567338128727558,-14450,-2865,52850
1567338128728532,-14497,-3004,52817
1567338128729501,-14315,-2664,52915
1567338128730485,-14327,-3078,52826
1567338128733427,-14275,-2839,52880
1567338128734449,-14193,-2966,52684
1567338128735456,-14366,-2785,52820
1567338128736456,-14485,-2761,52917
1567338128737516,-14525,-2902,52691
1567338128738560,-14564,-3049,52710
1567338128739577,-14481,-2867,52749
1567338128740590,-14492,-2688,52805
1567338128741610,-14497,-3028,52713
1567338128742653,-14475,-2869,52841
1567338128743715,-14357,-2853,52803
1567338128744872,-14425,-3018,52818
1567338128745893,-14535,-3047,52833
1567338128746933,-14334,-2667,52866
1567338128748022,-14546,-2808,52725
1567338128749123,-14258,-3034,52781
1567338128750172,-14451,-2742,52918
1567338128751198,-14537,-2946,52970
1567338128752182,-14557,-2743,52859
1567338128753172,-14681,-2945,52761
1567338128754142,-14341,-2846,52827
1567338128755155,-14581,-2689,52749
1567338128756125,-14318,-2729,52814
1567338128757078,-14481,-2988,52694
1567338128758028,-14581,-2928,52722
1567338128758978,-14383,-2738,52805
1567338128759927,-14577,-2794,52707
1567338128760876,-14407,-2758,52856
1567338128761826,-14338,-2702,52832
1567338128762777,-14373,-2905,52935
1567338128763726,-14390,-2745,52719
1567338128764696,-14685,-2803,52797
1567338128765647,-14529,-2640,52800
1567338128766597,-14755,-2730,52809
1567338128767547,-14325,-2988,52913
1567338128768496,-14645,-2630,52724
1567338128769446,-14656,-2729,52953
1567338128770395,-14614,-2760,52822
1567338128771344,-14402,-2807,52556
1567338128772294,-14552,-2778,52786
1567338128773244,-14596,-2887,52821
1567338128774194,-14639,-2532,52840
1567338128775145,-14475,-2819,52878
1567338128776096,-14626,-3054,52729
1567338128777046,-14485,-2720,52947
1567338128777995,-14547,-2883,53024
1567338128778947,-14478,-2752,52911
1567338128779917,-14866,-2851,52804
1567338128780888,-14881,-2887,52732
1567338128781917,-14710,-2891,52927
1567338128782892,-14456,-2924,52852
1567338128783847,-14660,-2901,52894
1567338128784799,-14427,-2903,52846
1567338128785751,-14515,-2772,52886
1567338128786701,-14626,-2922,52849
1567338128787651,-14453,-3090,52700
1567338128788600,-14553,-2910,52720
