1527742895.0595658, 75
1527742895.5605092, 75
1527742896.061516, 75
1527742896.5622551, 75
1527742897.062664, 75
1527742897.5633643, 75
1527742898.0641649, 75
1527742898.5650647, 75
1527742899.0661385, 75
1527742899.5671563, 75
1527742900.0681264, 75
1527742900.569035, 75
1527742901.0699527, 75
1527742901.5708613, 75
1527742902.0718675, 75
1527742902.572887, 75
1527742903.073704, 75
1527742903.5746126, 75
1527742904.0755103, 75
1527742904.5763843, 75
1527742905.0772703, 75
1527742905.5782633, 75
1527742906.07903, 75
1527742906.5795712, 75
1527742907.0801206, 75
1527742907.5809293, 75
1527742908.0818698, 75
1527742908.5827615, 75
1527742909.0834787, 75
1527742909.5843582, 75
1527742910.0853043, 75
1527742910.58614, 75
1527742911.0870273, 75
1527742911.5879023, 75
1527742912.0887375, 75
1527742912.589573, 75
1527742913.0906222, 75
1527742913.5915847, 75
1527742914.0924797, 75
1527742914.5932305, 75
1527742915.0940585, 75
1527742915.5949726, 75
1527742915.719268, 75
1527742916.2201128, 75
1527742921.9484289, 75
1527742922.4490273, 75
1527742922.9499857, 75
1527742923.450947, 75
1527742923.9518974, 75
1527742924.4528692, 75
1527742924.9538417, 75
1527742925.4546278, 75
1527742925.5624094, 75
1527743091.7221725, 75
1527743092.2230756, 75
1527743092.7240875, 75
1527743093.2251081, 75
1527743093.7261279, 75
1527743094.2270653, 75
1527743094.728093, 75
1527743094.8328383, 75
1527743135.5682588, 75
1527743136.0689588, 75
1527743136.569879, 75
1527743137.0707521, 75
1527743137.5715897, 75
1527743138.0725732, 75
1527743138.5733767, 75
1527743139.074424, 75
1527743139.5753376, 75
1527743140.0762303, 75
1527743140.5771775, 75
1527743141.0780787, 75
1527743141.579051, 75
1527743142.0657048, 75
