1567338164107275,0,0,0
1567338164108537,-14600,-2488,50999
1567338164109602,-14547,-2851,52833
1567338164111149,-14246,-2895,52796
1567338164112378,-14415,-2810,52928
1567338164113457,-14444,-2927,52802
1567338164114616,-14347,-2958,52844
1567338164115693,-14586,-3076,52786
1567338164116794,-14447,-2718,52992
1567338164117900,-14480,-2795,52793
1567338164119007,-14282,-2839,52877
1567338164124777,-14655,-3037,52714
1567338164126192,-14469,-2714,52920
1567338164127741,-14510,-2952,52836
1567338164128889,-14398,-2733,52696
1567338164130020,-14467,-3076,52687
1567338164131356,-14380,-2736,52650
1567338164132383,-14469,-2895,52795
1567338164133527,-14561,-2904,52989
1567338164134838,-14443,-2866,52801
1567338164135990,-14559,-2858,52905
1567338164137099,-14571,-2802,52840
1567338164138360,-14476,-3057,52750
1567338164139442,-14394,-2898,52908
1567338164140538,-14264,-3030,52886
1567338164141643,-14295,-2861,52875
1567338164142754,-14445,-2913,52772
1567338164143904,-14435,-2771,52902
1567338164145007,-14296,-3003,52752
1567338164146270,-14455,-2848,52993
1567338164147342,-14393,-2924,52710
1567338164148376,-14198,-2799,52737
1567338164149421,-14584,-2751,52619
1567338164150502,-14260,-3042,52898
1567338164151625,-14409,-2958,52774
1567338164152883,-14391,-3007,52740
1567338164154020,-14320,-2897,52696
1567338164155157,-14555,-2824,52795
1567338164156215,-14519,-3032,52902
1567338164157238,-14366,-2759,52619
1567338164158242,-14457,-2913,52723
1567338164159258,-14290,-2865,52935
1567338164160310,-14505,-2839,52758
1567338164161436,-14417,-2745,52653
1567338164162464,-14506,-2820,52637
1567338164163454,-14321,-2842,52705
1567338164164445,-14461,-2908,52647
1567338164165443,-14426,-2612,52859
1567338164166439,-14597,-2950,52835
1567338164167436,-14449,-2817,52679
1567338164168432,-14643,-2866,52803
1567338164169429,-14451,-2661,52849
1567338164170428,-14363,-2751,52874
1567338164171435,-14352,-2829,52774
1567338164172437,-14475,-2925,52855
1567338164173433,-14487,-2721,52891
1567338164174431,-14492,-2785,52711
1567338164175474,-14626,-2723,52774
1567338164176471,-14220,-2887,52798
1567338164177469,-14751,-2886,52916
1567338164178469,-14104,-2949,52844
1567338164179469,-14534,-2821,52765
1567338164180469,-14229,-2816,52735
1567338164181468,-14586,-2746,52803
1567338164182468,-14420,-2793,52910
1567338164183469,-14528,-2924,52857
1567338164184469,-14364,-3121,52841
1567338164185469,-14339,-2729,52589
1567338164186469,-14277,-2648,52531
1567338164187469,-14254,-2649,52765
1567338164188468,-14187,-3037,52833
1567338164189464,-14510,-2892,52797
1567338164190461,-14434,-2740,52797
1567338164191460,-14236,-2941,52795
1567338164192457,-14457,-2854,52903
1567338164193452,-14386,-3033,52809
1567338164194449,-14533,-2743,52946
1567338164195449,-14553,-3005,52807
1567338164196448,-14526,-2913,52847
1567338164197451,-14570,-2736,52956
1567338164198449,-14386,-2931,52716
1567338164199449,-14341,-2680,52648
1567338164200449,-14515,-2805,52890
1567338164201448,-14439,-2725,52892
1567338164202445,-14420,-2888,52761
1567338164203442,-14652,-2865,52875
1567338164204440,-14631,-2769,52884
1567338164205439,-14460,-3033,52773
1567338164206439,-14441,-2705,52895
1567338164207440,-14366,-2796,52801
1567338164208438,-14325,-2895,52783
1567338164209434,-14416,-3074,52983
1567338164210432,-14465,-2690,52801
1567338164211432,-14589,-3050,52908
1567338164212431,-14328,-2806,52787
1567338164213430,-14577,-2847,52836
1567338164214428,-14564,-2943,52705
1567338164215440,-14397,-2937,52734
1567338164216437,-14583,-2861,52743
1567338164217432,-14245,-2738,52706
1567338164218431,-14284,-2792,52967
1567338164219430,-14555,-2977,52846
1567338164220430,-14463,-2906,52780
