1537464926.5176582, (0.07912087912087912, -0.01562881562881563, 1.051037851037851)
1537464927.0272818, (0.07912087912087912, -0.0029304029304029304, 1.0363858363858365)
1537464927.535594, (0.09768009768009768, -0.007814407814407814, 1.0451770451770452)
1537464928.043324, (0.08400488400488401, -0.008791208791208791, 1.0442002442002443)
1537464928.5566263, (0.0761904761904762, -0.007814407814407814, 0.9943833943833944)
1537464929.0692353, (0.08302808302808302, -0.007814407814407814, 1.0295482295482294)
1537464929.582255, (0.08107448107448108, -0.0009768009768009768, 1.0588522588522589)
1537464930.094335, (0.08693528693528693, -0.014652014652014652, 1.0334554334554336)
1537464930.607227, (0.06251526251526252, -0.017582417582417582, 1.0402930402930404)
1537464931.1195705, (0.09181929181929183, 0.007814407814407814, 1.0393162393162394)
1537464931.6334472, (0.07032967032967033, -0.0019536019536019536, 1.0383394383394384)
1537464932.146431, (0.08791208791208792, -0.019536019536019536, 1.0588522588522589)
1537464932.6608238, (0.0967032967032967, -0.004884004884004884, 1.0148962148962148)
1537464933.174365, (0.07521367521367521, -0.0019536019536019536, 1.0442002442002443)
1537464933.6873398, (0.10256410256410256, -0.011721611721611722, 1.0822954822954822)
1537464934.2004275, (0.08986568986568987, -0.008791208791208791, 1.052014652014652)
1537464934.7129724, (0.08595848595848596, 0.003907203907203907, 1.0178266178266178)
1537464935.2265098, (0.08302808302808302, -0.010744810744810745, 1.0334554334554336)
1537464935.739559, (0.06056166056166056, -0.013675213675213675, 1.0764346764346764)
1537464936.2524676, (0.07228327228327229, -0.007814407814407814, 0.9904761904761905)
1537464936.7612236, (0.09963369963369964, 0.0009768009768009768, 1.0334554334554336)
1537464937.2689216, (0.08205128205128205, -0.006837606837606838, 1.0725274725274725)
1537464937.7814295, (0.12014652014652015, -0.004884004884004884, 1.053968253968254)
1537464938.2946138, (0.07423687423687424, 0.0, 1.0481074481074482)
1537464938.8077846, (0.05958485958485959, -0.011721611721611722, 1.0334554334554336)
1537464939.3209403, (0.07032967032967033, -0.007814407814407814, 1.0285714285714285)
1537464939.8341541, (0.09865689865689865, -0.006837606837606838, 1.0422466422466423)
1537464940.3466933, (0.07228327228327229, -0.020512820512820513, 1.0451770451770452)
1537464940.8595774, (0.09865689865689865, -0.01855921855921856, 1.0197802197802197)
1537464941.3722897, (0.09474969474969475, -0.014652014652014652, 1.0608058608058608)
1537464941.8852093, (0.07716727716727717, -0.003907203907203907, 1.0598290598290598)
1537464942.3984175, (0.08302808302808302, -0.011721611721611722, 1.0852258852258851)
1537464942.911575, (0.06544566544566545, 0.0029304029304029304, 1.0315018315018316)
1537464943.4244673, (0.07032967032967033, -0.008791208791208791, 1.0686202686202686)
1537464943.9370556, (0.08400488400488401, -0.006837606837606838, 1.0744810744810744)
1537464944.4501576, (0.0800976800976801, -0.008791208791208791, 1.0627594627594628)
1537464944.9630191, (0.07228327228327229, -0.01562881562881563, 1.05006105006105)
1537464945.4760711, (0.08400488400488401, -0.005860805860805861, 1.0754578754578754)
1537464945.9897265, (0.08791208791208792, -0.005860805860805861, 1.0442002442002443)
1537464946.5030653, (0.09377289377289377, -0.016605616605616606, 1.0471306471306472)
1537464947.0161293, (0.06935286935286936, -0.004884004884004884, 1.0148962148962148)
1537464947.5294964, (0.0927960927960928, -0.012698412698412698, 1.0412698412698413)
1537464948.0436985, (0.0800976800976801, -0.007814407814407814, 1.0490842490842491)
1537464948.5525942, (0.10451770451770452, -0.007814407814407814, 1.0608058608058608)
1537464949.0630097, (0.08400488400488401, -0.0009768009768009768, 1.0373626373626375)
1537464949.571141, (0.07423687423687424, 0.0009768009768009768, 1.0188034188034187)
1537464950.0799878, (0.0967032967032967, -0.004884004884004884, 1.0666666666666667)
1537464950.594867, (0.0761904761904762, -0.011721611721611722, 1.0481074481074482)
1537464951.1088982, (0.08693528693528693, -0.0029304029304029304, 1.0656898656898657)
1537464951.6171975, (0.08693528693528693, -0.010744810744810745, 1.053968253968254)
1537464952.1309047, (0.08498168498168499, -0.014652014652014652, 1.0334554334554336)
1537464952.6450076, (0.09181929181929183, -0.006837606837606838, 1.0373626373626375)
1537464953.161077, (0.10061050061050061, -0.008791208791208791, 1.052991452991453)
1537464953.6746297, (0.07814407814407814, -0.01562881562881563, 1.0363858363858365)
1537464954.1879022, (0.07814407814407814, 0.0, 1.0344322344322345)
1537464954.69759, (0.07912087912087912, -0.007814407814407814, 1.0471306471306472)
1537464955.2057228, (0.08791208791208792, -0.0019536019536019536, 1.0393162393162394)
1537464955.722894, (0.07716727716727717, -0.0009768009768009768, 1.05006105006105)
1537464956.2330034, (0.0927960927960928, -0.008791208791208791, 1.0197802197802197)
1537464956.7427845, (0.07228327228327229, -0.008791208791208791, 1.0637362637362637)
1537464957.2533486, (0.08400488400488401, -0.010744810744810745, 1.0324786324786326)
1537464957.7622876, (0.08498168498168499, -0.011721611721611722, 1.0461538461538462)
1537464958.2760262, (0.07912087912087912, -0.014652014652014652, 1.0432234432234433)
1537464958.7868752, (0.09084249084249084, -0.005860805860805861, 1.0598290598290598)
1537464959.2968504, (0.07912087912087912, -0.0029304029304029304, 1.0412698412698413)
1537464959.8062544, (0.08400488400488401, -0.008791208791208791, 1.052014652014652)
1537464960.3162146, (0.08302808302808302, -0.014652014652014652, 1.0432234432234433)
1537464960.8252878, (0.08205128205128205, -0.01562881562881563, 1.0471306471306472)
1537464961.3346648, (0.09865689865689865, -0.0029304029304029304, 1.053968253968254)
1537464961.844939, (0.08107448107448108, -0.003907203907203907, 1.0754578754578754)
1537464962.3546934, (0.10158730158730159, 0.0019536019536019536, 1.0627594627594628)
1537464962.8642826, (0.10842490842490843, 0.0029304029304029304, 1.0451770451770452)
1537464963.3737159, (0.08302808302808302, -0.007814407814407814, 1.0627594627594628)
1537464963.8827782, (0.08107448107448108, -0.0029304029304029304, 1.0813186813186813)
1537464964.3922932, (0.0967032967032967, -0.003907203907203907, 1.056898656898657)
1537464964.9010406, (0.08498168498168499, -0.0019536019536019536, 1.0393162393162394)
1537464965.4107969, (0.0800976800976801, -0.013675213675213675, 1.0383394383394384)
1537464965.9195788, (0.07814407814407814, -0.0029304029304029304, 1.0383394383394384)
1537464966.4290512, (0.08888888888888889, -0.008791208791208791, 1.0490842490842491)
1537464966.938842, (0.08791208791208792, 0.0009768009768009768, 1.0588522588522589)
1537464967.4478807, (0.0800976800976801, -0.029304029304029304, 1.051037851037851)
1537464967.9581146, (0.0800976800976801, -0.009768009768009768, 1.0236874236874236)
1537464968.469124, (0.07326007326007326, -0.003907203907203907, 1.0373626373626375)
1537464968.9796126, (0.08595848595848596, -0.009768009768009768, 1.0383394383394384)
1537464969.4888973, (0.08791208791208792, -0.009768009768009768, 1.0285714285714285)
1537464969.9982228, (0.0800976800976801, -0.009768009768009768, 1.054945054945055)
1537464970.5083659, (0.08205128205128205, -0.008791208791208791, 1.0363858363858365)
1537464971.0197358, (0.08205128205128205, -0.016605616605616606, 1.0422466422466423)
1537464971.5289924, (0.08400488400488401, -0.0029304029304029304, 1.0627594627594628)
1537464972.0399318, (0.08400488400488401, -0.0019536019536019536, 1.0647130647130647)
1537464972.5492425, (0.08888888888888889, -0.007814407814407814, 1.0256410256410255)
1537464973.0589464, (0.08400488400488401, -0.0019536019536019536, 1.053968253968254)
1537464973.5682065, (0.08205128205128205, -0.0029304029304029304, 1.0647130647130647)
1537464974.0780709, (0.07912087912087912, -0.012698412698412698, 1.052991452991453)
1537464974.5862613, (0.08693528693528693, -0.005860805860805861, 1.0315018315018316)
1537464975.096407, (0.08693528693528693, -0.006837606837606838, 1.0402930402930404)
1537464975.6051397, (0.0673992673992674, -0.01855921855921856, 1.055921855921856)
1537464976.1157532, (0.08595848595848596, -0.013675213675213675, 1.0617826617826618)
1537464976.6262052, (0.08400488400488401, -0.005860805860805861, 1.0315018315018316)
1537464977.1344926, (0.08693528693528693, -0.013675213675213675, 1.0402930402930404)
1537464977.6436515, (0.09474969474969475, -0.007814407814407814, 1.0344322344322345)
1537464978.1548865, (0.0927960927960928, -0.003907203907203907, 1.0490842490842491)
1537464978.6651921, (0.08205128205128205, -0.0019536019536019536, 1.0412698412698413)
1537464979.175908, (0.08986568986568987, -0.004884004884004884, 1.0451770451770452)
1537464979.6863973, (0.07912087912087912, -0.006837606837606838, 1.0383394383394384)
1537464980.1958084, (0.08302808302808302, 0.0009768009768009768, 1.0647130647130647)
1537464980.7054741, (0.08498168498168499, -0.005860805860805861, 1.051037851037851)
1537464981.215006, (0.0713064713064713, -0.011721611721611722, 1.0393162393162394)
1537464981.725769, (0.08498168498168499, -0.007814407814407814, 1.0686202686202686)
1537464982.2338755, (0.07228327228327229, -0.005860805860805861, 1.054945054945055)
1537464982.7433286, (0.08791208791208792, -0.0029304029304029304, 1.0676434676434676)
1537464983.2522762, (0.07912087912087912, -0.011721611721611722, 1.0598290598290598)
1537464983.760838, (0.08986568986568987, -0.009768009768009768, 1.052014652014652)
1537464984.2689695, (0.07912087912087912, -0.008791208791208791, 1.0363858363858365)
1537464984.7796822, (0.06837606837606838, 0.0009768009768009768, 1.053968253968254)
1537464985.2905262, (0.07423687423687424, -0.009768009768009768, 1.056898656898657)
1537464985.7992034, (0.08400488400488401, -0.008791208791208791, 1.0363858363858365)
1537464986.3092465, (0.08498168498168499, -0.008791208791208791, 1.057875457875458)
1537464986.8185534, (0.07912087912087912, -0.0009768009768009768, 1.0481074481074482)
1537464987.329081, (0.08498168498168499, -0.006837606837606838, 1.0383394383394384)
1537464987.838218, (0.09572649572649573, -0.012698412698412698, 1.0451770451770452)
1537464988.3479364, (0.08595848595848596, -0.005860805860805861, 1.0422466422466423)
1537464988.8575397, (0.08791208791208792, -0.007814407814407814, 1.0344322344322345)
1537464989.3658314, (0.08498168498168499, -0.008791208791208791, 1.0705738705738705)
1537464989.8788517, (0.0800976800976801, -0.012698412698412698, 1.0227106227106226)
1537464990.3926163, (0.08107448107448108, -0.0009768009768009768, 1.0627594627594628)
1537464990.9069915, (0.0967032967032967, 0.0019536019536019536, 1.0422466422466423)
1537464991.4216428, (0.09963369963369964, -0.006837606837606838, 1.0461538461538462)
1537464991.935425, (0.08400488400488401, -0.0029304029304029304, 1.0168498168498168)
1537464992.4444773, (0.07716727716727717, -0.007814407814407814, 1.0334554334554336)
1537464992.9579644, (0.07228327228327229, 0.008791208791208791, 1.009035409035409)
1537464993.471764, (0.06446886446886448, -0.010744810744810745, 1.0275946275946275)
1537464993.984931, (0.1094017094017094, -0.008791208791208791, 1.012942612942613)
1537464994.498877, (0.0761904761904762, 0.004884004884004884, 1.0764346764346764)
1537464995.0072796, (0.0927960927960928, -0.010744810744810745, 1.0315018315018316)
1537464995.5207856, (0.06446886446886448, -0.011721611721611722, 1.101831501831502)
1537464996.0336034, (0.08791208791208792, -0.0019536019536019536, 1.0393162393162394)
1537464996.5473285, (0.06544566544566545, -0.007814407814407814, 1.0735042735042735)
1537464997.062326, (0.0800976800976801, 0.0019536019536019536, 1.0442002442002443)
1537464997.570615, (0.09572649572649573, -0.008791208791208791, 1.05006105006105)
1537464998.078731, (0.08205128205128205, -0.006837606837606838, 1.0383394383394384)
1537464998.5926893, (0.09084249084249084, -0.016605616605616606, 1.0275946275946275)
1537464999.1059241, (0.06837606837606838, 0.0009768009768009768, 1.0256410256410255)
1537464999.6187146, (0.10256410256410256, -0.009768009768009768, 1.0373626373626375)
1537465000.1321542, (0.08595848595848596, -0.005860805860805861, 1.0402930402930404)
1537465000.6453443, (0.10744810744810745, -0.0029304029304029304, 1.057875457875458)
1537465001.1586883, (0.0800976800976801, -0.008791208791208791, 1.0188034188034187)
1537465001.6739764, (0.06935286935286936, 0.0009768009768009768, 1.0637362637362637)
1537465002.187755, (0.09865689865689865, -0.013675213675213675, 1.0197802197802197)
1537465002.7006235, (0.057631257631257635, -0.0009768009768009768, 1.0471306471306472)
1537465003.214239, (0.07228327228327229, 0.0019536019536019536, 1.0725274725274725)
1537465003.727785, (0.08791208791208792, -0.005860805860805861, 1.0402930402930404)
1537465004.2418537, (0.06544566544566545, -0.012698412698412698, 1.0608058608058608)
1537465004.7514722, (0.0800976800976801, -0.010744810744810745, 1.0432234432234433)
1537465005.260922, (0.08205128205128205, -0.004884004884004884, 1.0363858363858365)
1537465005.7701602, (0.07814407814407814, -0.011721611721611722, 1.053968253968254)
1537465006.2792916, (0.07228327228327229, -0.006837606837606838, 1.0461538461538462)
1537465006.7881243, (0.08107448107448108, -0.0009768009768009768, 1.0021978021978022)
1537465007.300038, (0.08498168498168499, -0.006837606837606838, 1.0481074481074482)
1537465007.8103137, (0.07521367521367521, -0.0019536019536019536, 1.0168498168498168)
1537465008.3190825, (0.0927960927960928, -0.016605616605616606, 1.051037851037851)
1537465008.8281777, (0.07423687423687424, -0.0009768009768009768, 1.0627594627594628)
1537465009.3416498, (0.06935286935286936, -0.010744810744810745, 1.052991452991453)
1537465009.8509495, (0.08888888888888889, -0.006837606837606838, 1.0422466422466423)
1537465010.3597085, (0.08205128205128205, -0.01855921855921856, 1.0363858363858365)
1537465010.868436, (0.10061050061050061, -0.004884004884004884, 1.0735042735042735)
1537465011.3786256, (0.08400488400488401, -0.007814407814407814, 1.0363858363858365)
1537465011.8892865, (0.06544566544566545, -0.006837606837606838, 1.0490842490842491)
1537465012.3982432, (0.08693528693528693, -0.008791208791208791, 1.0451770451770452)
1537465012.9071825, (0.0761904761904762, 0.0009768009768009768, 1.0432234432234433)
1537465013.4256673, (0.07521367521367521, -0.0009768009768009768, 1.053968253968254)
