1527742895.0625744, 2
1527742895.563498, 2
1527742896.0644667, 2
1527742896.565265, 2
1527742897.0661013, 2
1527742897.5668209, 2
1527742898.0677543, 2
1527742898.5686057, 2
1527742899.069481, 2
1527742899.5704045, 2
1527742900.071335, 2
1527742900.5723023, 2
1527742901.0732448, 2
1527742901.5742555, 2
1527742902.0753257, 2
1527742902.5762267, 2
1527742903.0771194, 2
1527742903.5779717, 2
1527742904.078829, 2
1527742904.5798795, 2
1527742905.0804977, 2
1527742905.5815082, 2
1527742906.0823936, 2
1527742906.583144, 2
1527742907.0838237, 2
1527742907.584622, 2
1527742908.0851657, 2
1527742908.5859838, 2
1527742909.0866752, 2
1527742909.5876093, 2
1527742910.0885015, 2
1527742910.5894341, 2
1527742911.090334, 2
1527742911.5912437, 2
1527742912.0921426, 2
1527742912.5928173, 2
1527742913.0937703, 2
1527742913.5945475, 2
1527742914.0955245, 2
1527742914.5962605, 2
1527742915.0970469, 2
1527742915.597946, 2
1527742915.7217336, 2
1527742916.2225173, 2
1527742921.9512699, 2
1527742922.4519289, 2
1527742922.9527833, 2
1527742923.4537094, 2
1527742923.9546537, 2
1527742924.4556704, 2
1527742924.9566767, 2
1527742925.4574566, 2
1527742925.5648177, 2
1527743091.7249506, 2
1527743092.2257736, 2
1527743092.7266924, 2
1527743093.2276175, 2
1527743093.7286594, 2
1527743094.2295992, 2
1527743094.730562, 2
1527743094.8349297, 2
1527743135.5713027, 2
1527743136.072116, 2
1527743136.5730283, 2
1527743137.0739992, 2
1527743137.574528, 2
1527743138.0753512, 2
1527743138.5761383, 2
1527743139.0769343, 2
1527743139.5772412, 2
1527743140.0780616, 2
1527743140.578909, 2
1527743141.0798712, 2
1527743141.5807047, 2
1527743142.0682046, 2
